Frame	Occidentary	Time	Encounter Slot	PID	!!!	Nature	Ability	HP	Atk	Def	SpA	SpD	Spe	Hidden	Power	50% F	12.5%F	25% F	75% F	
125207	125234	34:46.78	2	712E5AEC		Modest	0	26	15	10	19	1	15	Ice	49	M	M	M	M	
125208	125321	34:46.80	0	404FBA2B		Brave	1	15	1	1	20	12	1	Ground	30	F	M	F	F	
125209	125236	34:46.81	1	066FA9FA		Docile	0	8	9	8	29	22	18	Rock	55	M	M	M	M	
125210	125359	34:46.83	1	3DF24C56		Bold	0	27	30	2	20	19	3	Water	59	F	M	M	F	
125211	125272	34:46.85	0	7A3181D6		Naughty	0	7	15	7	7	20	11	Steel	49	M	M	M	M	
125212	125215	34:46.86	0	403141E6		Impish	0	24	27	6	11	17	17	Ice	43	M	M	M	M	
125213	125240	34:46.88	0	A2B4F75B		Calm	1	17	7	23	14	8	25	Ground	43	F	M	M	F	
125214	125263	34:46.90	1	66272118		Impish	0	21	24	2	20	19	3	Water	57	F	F	F	F	
125215	125222	34:46.91	1	25CC34CA		Hardy	0	21	17	7	26	11	5	Electric	63	M	M	M	M	
125216	125321	34:46.93	0	404FBA2B		Brave	1	15	1	1	20	12	1	Ground	30	F	M	F	F	
125217	125274	34:46.95	0	D0EB9DE7		Hasty	1	4	21	13	19	4	0	Bug	40	M	M	M	M	
125218	125251	34:46.96	1	84FDCAED		Rash	1	27	22	2	30	0	10	Fighting	49	M	M	M	M	
125219	125276	34:46.98	2	126036A4		Relaxed	0	2	14	26	11	25	13	Ice	44	M	M	M	F	
125220	125223	34:47.00	0	1E3525CC		Naive	0	5	26	11	16	14	12	Flying	54	M	M	M	M	
125221	125254	34:47.01	0	364803CA		Lonely	0	15	8	5	17	25	2	Psychic	35	M	M	M	M	
125222	125263	34:47.03	0	66272118		Impish	0	21	24	2	20	19	3	Water	57	F	F	F	F	
125223	125254	34:47.05	1	364803CA		Lonely	0	15	8	5	17	25	2	Psychic	35	M	M	M	M	
125224	125229	34:47.06	0	1D003CBA		Timid	0	14	22	23	10	23	30	Fire	70	M	M	M	F	
125225	125244	34:47.08	0	30D052FA		Careful	0	28	3	29	22	14	1	Ground	61	M	M	M	M	
125226	125277	34:47.10	1	69C21260		Bashful	0	13	11	25	22	14	14	Flying	66	F	M	M	F	
125227	125300	34:47.11	1	E171D131		Gentle	1	12	7	5	17	10	3	Steel	56	F	M	F	F	
125228	125253	34:47.13	2	03CA0ADB		Quirky	1	8	18	13	8	5	15	Grass	36	M	M	M	M	
125229	125302	34:47.15	1	2A2314EC		Jolly	0	20	23	6	15	14	21	Ghost	64	M	M	M	M	
125230	125321	34:47.16	0	404FBA2B		Brave	1	15	1	1	20	12	1	Ground	30	F	M	F	F	
125231	125382	34:47.18	0	98E8118D		Brave	1	15	28	19	11	29	25	Dragon	43	M	M	M	F	
125232	125275	34:47.20	0	36A4D0EB		Lonely	1	0	19	4	14	26	2	Fighting	66	M	M	M	M	
125233	125336	34:47.21	1	540597DB		Quirky	1	23	29	0	30	30	15	Poison	66	M	M	M	M	
125234	125245	34:47.23	1	F47C30D0		Naive	0	1	22	14	8	22	14	Fighting	59	M	M	M	M	
125235	125248	34:47.25	1	EFAF590E		Sassy	0	14	10	31	23	18	13	Ghost	64	F	F	F	F	
125236	125373	34:47.26	0	63A79F8A		Jolly	0	7	17	19	23	17	22	Ice	48	M	M	M	F	
125237	125250	34:47.28	1	CAED7D4E		Quiet	0	29	7	1	22	2	27	Ground	66	F	M	M	F	
125238	125319	34:47.30	2	749370B2		Careful	0	11	17	14	2	16	15	Poison	48	M	M	M	F	
125239	125382	34:47.31	1	98E8118D		Brave	1	15	28	19	11	29	25	Dragon	43	M	M	M	F	
125240	125277	34:47.33	0	69C21260		Bashful	0	13	11	25	22	14	14	Flying	66	F	M	M	F	
125241	125268	34:47.35	1	2DEA5103		Impish	1	13	3	12	24	28	7	Poison	36	F	F	F	F	
125242	125249	34:47.36	2	7D4EEFAF		Quiet	1	13	23	18	7	1	29	Dragon	43	M	M	M	F	
125243	125300	34:47.38	0	E171D131		Gentle	1	12	7	5	17	10	3	Steel	56	F	M	F	F	
125244	125373	34:47.40	1	63A79F8A		Jolly	0	7	17	19	23	17	22	Ice	48	M	M	M	F	
125245	125298	34:47.41	3	AB6A7F5F		Lax	1	17	9	20	11	24	17	Ghost	40	F	M	M	F	
125246	125319	34:47.43	2	749370B2		Careful	0	11	17	14	2	16	15	Poison	48	M	M	M	F	
125247	125298	34:47.45	0	AB6A7F5F		Lax	1	17	9	20	11	24	17	Ghost	40	F	M	M	F	
125248	125385	34:47.46	3	28FCF579		Adamant	1	5	2	22	26	18	9	Poison	64	F	M	M	F	
125249	125336	34:47.48	1	540597DB		Quirky	1	23	29	0	30	30	15	Poison	66	M	M	M	M	
125250	125259	34:47.50	1	75644E69		Calm	1	23	27	31	31	4	19	Steel	49	F	M	M	F	
125251	125272	34:47.51	1	7A3181D6		Naughty	0	7	15	7	7	20	11	Steel	49	M	M	M	M	
125252	125259	34:47.53	1	75644E69		Calm	1	23	27	31	31	4	19	Steel	49	F	M	M	F	
125253	125300	34:47.55	1	E171D131		Gentle	1	12	7	5	17	10	3	Steel	56	F	M	F	F	
125254	125289	34:47.56	1	9E53C9C2		Mild	0	6	13	22	30	24	17	Poison	43	M	M	M	M	
125255	125300	34:47.58	3	E171D131		Gentle	1	12	7	5	17	10	3	Steel	56	F	M	F	F	
125256	125271	34:47.60	2	81D67307		Modest	1	17	17	30	15	7	7	Dragon	68	F	F	F	F	
125257	125364	34:47.61	1	D6C41B9C		Careful	0	21	9	19	22	15	16	Water	63	M	M	M	F	
125258	125321	34:47.63	0	404FBA2B		Brave	1	15	1	1	20	12	1	Ground	30	F	M	F	F	
125259	125264	34:47.65	1	8B156627		Docile	1	3	20	19	24	10	17	Ground	53	F	M	F	F	
125260	125305	34:47.66	1	565C39F5		Hardy	1	5	9	15	9	14	30	Bug	57	M	M	M	M	
125261	125266	34:47.68	0	AB114E83		Sassy	1	3	8	20	15	11	10	Electric	66	M	M	M	F	
125262	125275	34:47.70	1	36A4D0EB		Lonely	1	0	19	4	14	26	2	Fighting	66	M	M	M	M	
125263	125314	34:47.71	1	D8B18D1F		Bold	1	3	16	4	18	8	11	Poison	45	F	M	F	F	
125264	125283	34:47.73	1	018385C2		Quirky	0	11	19	15	0	25	15	Electric	39	M	M	M	M	
125265	125326	34:47.75	0	F614A39F		Bashful	1	9	2	17	14	11	19	Grass	66	M	M	M	F	
125266	125349	34:47.76	4	20080A04		Naive	0	15	1	15	28	1	15	Electric	38	F	F	F	F	
125267	125272	34:47.78	2	7A3181D6		Naughty	0	7	15	7	7	20	11	Steel	49	M	M	M	M	
125268	125317	34:47.80	0	4281A24B		Sassy	1	18	5	28	4	29	19	Grass	35	F	M	M	F	
125269	125296	34:47.81	1	573EE068		Sassy	0	31	26	31	27	10	10	Bug	70	F	M	M	F	
125270	125373	34:47.83	3	63A79F8A		Jolly	0	7	17	19	23	17	22	Ice	48	M	M	M	F	
125271	125280	34:47.85	1	9645BACE		Docile	0	26	13	17	14	1	2	Water	45	M	M	M	M	
125272	125319	34:47.86	0	749370B2		Careful	0	11	17	14	2	16	15	Poison	48	M	M	M	F	
125273	125288	34:47.88	2	C9C27376		Impish	0	19	18	7	13	22	6	Bug	59	F	M	M	F	
125274	125373	34:47.90	0	63A79F8A		Jolly	0	7	17	19	23	17	22	Ice	48	M	M	M	F	
125275	125284	34:47.91	2	BE6B0183		Naughty	1	15	0	25	29	7	7	Dragon	56	M	M	M	F	
125276	125283	34:47.93	2	018385C2		Quirky	0	11	19	15	0	25	15	Electric	39	M	M	M	M	
125277	125324	34:47.95	0	7B583281		Modest	1	31	28	8	16	29	20	Steel	30	M	M	M	F	
125278	125317	34:47.96	1	4281A24B		Sassy	1	18	5	28	4	29	19	Grass	35	F	M	M	F	
125279	125308	34:47.98	1	4300B93E		Rash	0	27	0	22	29	23	18	Electric	58	F	M	F	F	
125280	125305	34:48.00	0	565C39F5		Hardy	1	5	9	15	9	14	30	Bug	57	M	M	M	M	
125281	125320	34:48.01	1	BA2B7493		Quiet	1	15	2	16	1	1	15	Ice	36	M	M	M	F	
125282	125327	34:48.03	1	4449F614		Serious	0	19	14	11	15	17	7	Dragon	49	F	F	F	F	
125283	125296	34:48.05	1	573EE068		Sassy	0	31	26	31	27	10	10	Bug	70	F	M	M	F	
125284	125293	34:48.06	2	B585217E		Impish	0	24	28	28	3	24	8	Ground	40	F	M	M	F	
125285	125300	34:48.08	1	E171D131		Gentle	1	12	7	5	17	10	3	Steel	56	F	M	F	F	
125286	125293	34:48.10	2	B585217E		Impish	0	24	28	28	3	24	8	Ground	40	F	M	M	F	
125287	125304	34:48.11	1	39F59AF4		Hardy	0	28	18	21	9	15	5	Dragon	51	M	M	M	M	
125288	125375	34:48.13	1	C6F64E27		Docile	1	21	20	28	19	29	17	Ice	40	F	M	F	F	
125289	125326	34:48.15	1	F614A39F		Bashful	1	9	2	17	14	11	19	Grass	66	M	M	M	F	
125290	125313	34:48.16	0	8D1F1643		Gentle	1	17	5	22	16	4	3	Poison	37	F	M	M	F	
125291	125336	34:48.18	0	540597DB		Quirky	1	23	29	0	30	30	15	Poison	66	M	M	M	M	
125292	125451	34:48.20	0	FCFCB4EB		Rash	1	24	28	9	27	14	15	Ghost	65	M	M	M	M	
125293	125320	34:48.21	1	BA2B7493		Quiet	1	15	2	16	1	1	15	Ice	36	M	M	M	F	
125294	125319	34:48.23	1	749370B2		Careful	0	11	17	14	2	16	15	Poison	48	M	M	M	F	
125295	125298	34:48.25	2	AB6A7F5F		Lax	1	17	9	20	11	24	17	Ghost	40	F	M	M	F	
125296	125309	34:48.26	1	581B4300		Relaxed	0	18	29	23	28	0	26	Flying	38	F	F	F	F	
125297	125330	34:48.28	0	C68145E7		Relaxed	1	12	9	31	20	0	12	Flying	32	M	M	M	M	
125298	125385	34:48.30	0	28FCF579		Adamant	1	5	2	22	26	18	9	Poison	64	F	M	M	F	
125299	125302	34:48.31	2	2A2314EC		Jolly	0	20	23	6	15	14	21	Ghost	64	M	M	M	M	
125300	125375	34:48.33	1	C6F64E27		Docile	1	21	20	28	19	29	17	Ice	40	F	M	F	F	
125301	125342	34:48.35	0	4B582B6F		Serious	1	26	12	1	21	6	16	Rock	50	F	M	M	F	
125302	125337	34:48.36	1	83B75405		Bashful	1	15	30	30	19	22	14	Rock	70	F	F	F	F	
125303	125342	34:48.38	2	4B582B6F		Serious	1	26	12	1	21	6	16	Rock	50	F	M	M	F	
125304	125323	34:48.40	1	3281842F		Impish	1	24	26	30	28	8	31	Flying	38	F	M	F	F	
125305	125416	34:48.41	0	346F23BE		Adamant	0	30	19	14	3	15	2	Electric	70	M	M	M	F	
125306	125317	34:48.43	0	4281A24B		Sassy	1	18	5	28	4	29	19	Grass	35	F	M	M	F	
125307	125382	34:48.45	1	98E8118D		Brave	1	15	28	19	11	29	25	Dragon	43	M	M	M	F	
125308	125359	34:48.46	0	3DF24C56		Bold	0	27	30	2	20	19	3	Water	59	F	M	M	F	
125309	125364	34:48.48	1	D6C41B9C		Careful	0	21	9	19	22	15	16	Water	63	M	M	M	F	
125310	125317	34:48.50	1	4281A24B		Sassy	1	18	5	28	4	29	19	Grass	35	F	M	M	F	
125311	125336	34:48.51	3	540597DB		Quirky	1	23	29	0	30	30	15	Poison	66	M	M	M	M	
125312	125321	34:48.53	0	404FBA2B		Brave	1	15	1	1	20	12	1	Ground	30	F	M	F	F	
125313	125364	34:48.55	4	D6C41B9C		Careful	0	21	9	19	22	15	16	Water	63	M	M	M	F	
125314	125357	34:48.56	0	9428C98C		Naughty	0	22	2	19	15	15	18	Psychic	70	M	M	M	F	
125315	125328	34:48.58	1	2DD34449		Sassy	1	7	15	17	20	17	1	Electric	31	F	M	M	F	
125316	125341	34:48.60	1	2B6F4D36		Hardy	0	24	26	18	12	1	26	Steel	38	F	M	F	F	
125317	125350	34:48.61	1	BC2F2008		Hardy	0	15	28	1	27	14	5	Ghost	61	F	F	F	F	
125318	125337	34:48.63	0	83B75405		Bashful	1	15	30	30	19	22	14	Rock	70	F	F	F	F	
125319	125332	34:48.65	1	028CFD2C		Lax	0	11	12	17	14	20	14	Flying	45	F	M	F	F	
125320	125373	34:48.66	1	63A79F8A		Jolly	0	7	17	19	23	17	22	Ice	48	M	M	M	F	
125321	125338	34:48.68	1	7BCF83B7		Naive	1	14	19	22	9	19	22	Electric	59	M	M	M	F	
125322	125357	34:48.70	1	9428C98C		Naughty	0	22	2	19	15	15	18	Psychic	70	M	M	M	F	
125323	125340	34:48.71	0	4D365A6E		Lonely	0	15	27	10	26	18	24	Fighting	64	F	M	M	F	
125324	125327	34:48.73	0	4449F614		Serious	0	19	14	11	15	17	7	Dragon	49	F	F	F	F	
125325	125406	34:48.75	1	11E794AA		Gentle	0	22	14	0	7	4	25	Bug	42	M	M	M	F	
125326	125375	34:48.76	2	C6F64E27		Docile	1	21	20	28	19	29	17	Ice	40	F	M	F	F	
125327	125502	34:48.78	3	409EEF87		Docile	1	27	8	23	11	11	20	Psychic	63	M	M	M	F	
125328	125339	34:48.80	2	5A6E7BCF		Calm	1	22	9	19	27	10	15	Steel	68	M	M	M	M	
125329	125410	34:48.81	0	D4EB992F		Quiet	1	6	15	31	25	9	0	Psychic	34	F	M	F	F	
125330	125343	34:48.83	3	059A4B58		Serious	0	16	21	6	15	5	4	Electric	42	F	M	M	F	
125331	125382	34:48.85	0	98E8118D		Brave	1	15	28	19	11	29	25	Dragon	43	M	M	M	F	
125332	125385	34:48.86	0	28FCF579		Adamant	1	5	2	22	26	18	9	Poison	64	F	M	M	F	
125333	125410	34:48.88	1	D4EB992F		Quiet	1	6	15	31	25	9	0	Psychic	34	F	M	F	F	
125334	125341	34:48.90	0	2B6F4D36		Hardy	0	24	26	18	12	1	26	Steel	38	F	M	F	F	
125335	125386	34:48.91	1	584528FC		Lax	0	9	26	18	5	11	3	Ice	59	M	M	M	M	
125336	125451	34:48.93	1	FCFCB4EB		Rash	1	24	28	9	27	14	15	Ghost	65	M	M	M	M	
125337	125346	34:48.95	0	BA0295E4		Calm	0	3	25	0	16	2	4	Fighting	50	M	M	M	M	
125338	125341	34:48.96	0	2B6F4D36		Hardy	0	24	26	18	12	1	26	Steel	38	F	M	F	F	
125339	125360	34:48.98	3	8BDB3DF2		Mild	0	3	20	19	4	5	30	Fire	38	M	M	M	M	
125340	125451	34:49.00	1	FCFCB4EB		Rash	1	24	28	9	27	14	15	Ghost	65	M	M	M	M	
125341	125366	34:49.01	1	3ED0CD35		Jolly	1	20	13	0	19	23	12	Electric	60	F	M	F	F	
125342	125369	34:49.03	0	F761DE6C		Lax	0	17	17	25	14	3	29	Electric	60	F	M	M	F	
125343	125348	34:49.05	2	0A040323		Relaxed	1	8	0	8	1	15	15	Ice	55	F	M	F	F	
125344	125487	34:49.06	0	8D84C2AF		Sassy	1	31	24	31	14	30	31	Ground	68	M	M	M	F	
125345	125518	34:49.08	0	E0814213		Bashful	1	12	19	9	15	16	1	Steel	41	F	F	F	F	
125346	125385	34:49.10	1	28FCF579		Adamant	1	5	2	22	26	18	9	Poison	64	F	M	M	F	
125347	125430	34:49.11	0	CFF9F143		Naive	1	27	6	17	2	20	25	Ground	42	F	M	M	F	
125348	125387	34:49.13	0	4B495845		Hardy	1	3	5	11	8	20	9	Ground	33	F	M	M	F	
125349	125370	34:49.15	1	6631F761		Hardy	1	29	14	3	28	7	10	Fire	59	F	M	M	F	
125350	125409	34:49.16	0	992F10F9		Timid	1	11	7	21	15	31	6	Ice	67	M	M	M	M	
125351	125436	34:49.18	1	4AAF3E18		Bold	0	0	19	25	3	17	0	Psychic	41	F	F	F	F	
125352	125425	34:49.20	0	7B998666		Relaxed	0	11	24	31	19	3	25	Dragon	63	F	M	M	F	
125353	125394	34:49.21	0	720A999C		Impish	0	8	25	25	29	1	1	Dragon	30	M	M	M	F	
125354	125397	34:49.23	0	4ACF07A1		Naive	1	17	15	18	13	5	7	Dragon	38	M	M	M	F	
125355	125406	34:49.25	0	11E794AA		Gentle	0	22	14	0	7	4	25	Bug	42	M	M	M	F	
125356	125385	34:49.26	0	28FCF579		Adamant	1	5	2	22	26	18	9	Poison	64	F	M	M	F	
125357	125410	34:49.28	3	D4EB992F		Quiet	1	6	15	31	25	9	0	Psychic	34	F	M	F	F	
125358	125469	34:49.30	0	94B2F48F		Impish	1	27	26	5	6	20	0	Flying	42	M	M	M	F	
125359	125416	34:49.31	1	346F23BE		Adamant	0	30	19	14	3	15	2	Electric	70	M	M	M	F	
125360	125367	34:49.33	1	81B43ED0		Quirky	0	12	19	23	27	29	1	Dragon	43	M	M	M	M	
125361	125416	34:49.35	0	346F23BE		Adamant	0	30	19	14	3	15	2	Electric	70	M	M	M	F	
125362	125365	34:49.36	4	CD35D6C4		Bashful	0	16	22	15	13	0	20	Rock	33	M	M	M	M	
125363	125436	34:49.38	1	4AAF3E18		Bold	0	0	19	25	3	17	0	Psychic	41	F	F	F	F	
125364	125469	34:49.40	1	94B2F48F		Impish	1	27	26	5	6	20	0	Flying	42	M	M	M	F	
125365	125436	34:49.41	2	4AAF3E18		Bold	0	0	19	25	3	17	0	Psychic	41	F	F	F	F	
125366	125383	34:49.43	0	CF8F98E8		Naughty	0	25	11	29	7	10	28	Bug	61	M	M	M	M	
125367	125378	34:49.45	2	E3FEF671		Modest	1	12	12	5	8	11	30	Fire	55	F	M	M	F	
125368	125383	34:49.46	0	CF8F98E8		Naughty	0	25	11	29	7	10	28	Bug	61	M	M	M	M	
125369	125384	34:49.48	1	F579CF8F		Hasty	1	28	7	10	2	22	5	Poison	64	M	M	M	F	
125370	125393	34:49.50	0	999C125F		Quiet	1	10	16	28	25	25	8	Electric	30	F	M	M	F	
125371	125410	34:49.51	1	D4EB992F		Quiet	1	6	15	31	25	9	0	Psychic	34	F	M	F	F	
125372	125405	34:49.53	0	94AA8C85		Hasty	1	7	15	4	14	0	22	Fighting	47	M	M	M	F	
125373	125380	34:49.55	1	AD1E958C		Relaxed	0	13	12	4	7	6	8	Rock	60	M	M	M	F	
125374	125413	34:49.56	0	3FF7A720		Lax	0	4	13	8	29	8	30	Rock	35	F	M	F	F	
125375	125394	34:49.58	0	720A999C		Impish	0	8	25	25	29	1	1	Dragon	30	M	M	M	F	
125376	125397	34:49.60	0	4ACF07A1		Naive	1	17	15	18	13	5	7	Dragon	38	M	M	M	F	
125377	125590	34:49.61	0	690403F9		Mild	1	22	17	30	25	12	19	Ghost	38	M	M	M	M	
125378	125413	34:49.63	2	3FF7A720		Lax	0	4	13	8	29	8	30	Rock	35	F	M	F	F	
125379	125518	34:49.65	1	E0814213		Bashful	1	12	19	9	15	16	1	Steel	41	F	F	F	F	
125380	125561	34:49.66	2	9887DD96		Bashful	0	22	18	30	18	9	31	Water	49	M	M	M	F	
125381	125426	34:49.68	0	7F0B7B99		Rash	1	25	19	3	21	8	10	Bug	38	M	M	M	F	
125382	125409	34:49.70	2	992F10F9		Timid	1	11	7	21	15	31	6	Ice	67	M	M	M	M	
125383	125590	34:49.71	1	690403F9		Mild	1	22	17	30	25	12	19	Ghost	38	M	M	M	M	
125384	125393	34:49.73	0	999C125F		Quiet	1	10	16	28	25	25	8	Electric	30	F	M	M	F	
125385	125412	34:49.75	1	A720FDE6		Sassy	0	23	31	15	13	8	4	Bug	34	M	M	M	M	
125386	125441	34:49.76	2	BC850CE6		Careful	0	18	24	19	6	25	24	Fire	43	M	M	M	M	
125387	125420	34:49.78	3	A92464B1		Brave	1	8	1	14	26	5	8	Fire	42	M	M	M	F	
125388	125439	34:49.80	1	A461C460		Jolly	0	6	7	3	4	15	5	Grass	54	F	M	M	F	
125389	125396	34:49.81	0	07A1E728		Lax	0	15	22	18	15	18	17	Bug	64	F	M	F	F	
125390	125399	34:49.83	0	15A749F1		Brave	1	15	25	4	22	21	1	Grass	40	M	M	M	M	
125391	125416	34:49.85	2	346F23BE		Adamant	0	30	19	14	3	15	2	Electric	70	M	M	M	F	
125392	125423	34:49.86	0	A73B9748		Quirky	0	6	19	1	28	30	25	Ground	52	F	M	M	F	
125393	125426	34:49.88	0	7F0B7B99		Rash	1	25	19	3	21	8	10	Bug	38	M	M	M	F	
125394	125407	34:49.90	0	81D611E7		Lonely	1	25	7	4	9	6	15	Ghost	56	M	M	M	M	
125395	125416	34:49.91	2	346F23BE		Adamant	0	30	19	14	3	15	2	Electric	70	M	M	M	F	
125396	125407	34:49.93	1	81D611E7		Lonely	1	25	7	4	9	6	15	Ghost	56	M	M	M	M	
125397	125476	34:49.95	1	01FD670C		Naughty	0	27	24	22	18	13	4	Steel	43	F	F	F	F	
125398	125561	34:49.96	1	9887DD96		Bashful	0	22	18	30	18	9	31	Water	49	M	M	M	F	
125399	125476	34:49.98	0	01FD670C		Naughty	0	27	24	22	18	13	4	Steel	43	F	F	F	F	
125400	125413	34:50.00	1	3FF7A720		Lax	0	4	13	8	29	8	30	Rock	35	F	M	F	F	
125401	125412	34:50.01	1	A720FDE6		Sassy	0	23	31	15	13	8	4	Bug	34	M	M	M	M	
125402	125441	34:50.03	0	BC850CE6		Careful	0	18	24	19	6	25	24	Fire	43	M	M	M	M	
125403	125434	34:50.05	1	F73D1B3F		Careful	1	24	16	15	21	18	15	Ghost	57	F	M	M	F	
125404	125469	34:50.06	0	94B2F48F		Impish	1	27	26	5	6	20	0	Flying	42	M	M	M	F	
125405	125408	34:50.08	1	10F981D6		Impish	0	15	9	6	7	21	11	Dragon	48	M	M	M	M	
125406	125439	34:50.10	1	A461C460		Jolly	0	6	7	3	4	15	5	Grass	54	F	M	M	F	
125407	125540	34:50.11	2	C6DDF3D5		Calm	1	21	5	18	2	8	17	Poison	42	M	M	M	M	
125408	125479	34:50.13	0	5145B644		Modest	0	31	8	9	7	18	1	Ghost	61	F	M	M	F	
125409	125414	34:50.15	1	21A43FF7		Relaxed	1	30	29	8	3	13	15	Ice	45	M	M	M	M	
125410	125441	34:50.16	0	BC850CE6		Careful	0	18	24	19	6	25	24	Fire	43	M	M	M	M	
125411	125688	34:50.18	0	63AC2682		Lax	0	20	1	10	3	6	16	Rock	63	M	M	M	F	
125412	125503	34:50.20	3	DD1B409E		Hardy	0	20	11	11	20	8	26	Flying	38	M	M	M	F	
125413	125418	34:50.21	2	3C623A7E		Serious	0	17	5	25	9	10	4	Bug	50	F	M	M	F	
125414	125503	34:50.23	1	DD1B409E		Hardy	0	20	11	11	20	8	26	Flying	38	M	M	M	F	
125415	125434	34:50.25	0	F73D1B3F		Careful	1	24	16	15	21	18	15	Ghost	57	F	M	M	F	
125416	125423	34:50.26	1	A73B9748		Quirky	0	6	19	1	28	30	25	Ground	52	F	M	M	F	
125417	125464	34:50.28	0	97F0B47A		Impish	0	4	18	4	3	9	23	Ice	46	F	M	M	F	
125418	125661	34:50.30	1	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
125419	125438	34:50.31	1	C4606660		Hardy	0	1	3	9	7	3	6	Ice	66	F	M	M	F	
125420	125451	34:50.33	1	FCFCB4EB		Rash	1	24	28	9	27	14	15	Ghost	65	M	M	M	M	
125421	125440	34:50.35	0	0CE6A461		Adamant	1	5	4	15	24	19	18	Fire	57	F	M	M	F	
125422	125431	34:50.36	1	C4DBCFF9		Hasty	1	25	2	20	25	6	31	Bug	56	M	M	M	M	
125423	125502	34:50.38	0	409EEF87		Docile	1	27	8	23	11	11	20	Psychic	63	M	M	M	F	
125424	125445	34:50.40	0	682F7792		Mild	0	10	9	29	26	3	3	Grass	66	M	M	M	F	
125425	125434	34:50.41	0	F73D1B3F		Careful	1	24	16	15	21	18	15	Ghost	57	F	M	M	F	
125426	125441	34:50.43	1	BC850CE6		Careful	0	18	24	19	6	25	24	Fire	43	M	M	M	M	
125427	125582	34:50.45	0	D74E8434		Quiet	0	11	4	6	10	31	24	Steel	63	F	M	F	F	
125428	125439	34:50.46	1	A461C460		Jolly	0	6	7	3	4	15	5	Grass	54	F	M	M	F	
125429	125590	34:50.48	1	690403F9		Mild	1	22	17	30	25	12	19	Ghost	38	M	M	M	M	
125430	125521	34:50.50	1	E2F941E1		Calm	1	3	19	0	12	18	26	Fighting	57	M	M	M	M	
125431	125550	34:50.51	1	7CC90D40		Serious	0	11	16	8	18	27	7	Water	66	F	M	M	F	
125432	125503	34:50.53	3	DD1B409E		Hardy	0	20	11	11	20	8	26	Flying	38	M	M	M	F	
125433	125518	34:50.55	0	E0814213		Bashful	1	12	19	9	15	16	1	Steel	41	F	F	F	F	
125434	125447	34:50.56	1	0F43752A		Gentle	0	14	2	26	10	7	18	Steel	70	F	M	F	F	
125435	125482	34:50.58	2	4929C8E1		Rash	1	18	14	7	4	29	6	Fire	39	M	M	M	M	
125436	125469	34:50.60	3	94B2F48F		Impish	1	27	26	5	6	20	0	Flying	42	M	M	M	F	
125437	125552	34:50.61	0	EE47A20B		Sassy	1	23	4	31	4	24	13	Ground	33	F	F	F	F	
125438	125535	34:50.63	0	D39AF9F2		Docile	0	7	1	13	17	1	9	Dark	30	M	M	M	M	
125439	125448	34:50.65	1	E84E0F43		Brave	1	18	10	7	7	13	11	Dragon	49	F	M	M	F	
125440	125443	34:50.66	2	64D8CF12		Hasty	0	18	28	29	1	26	15	Ghost	56	F	F	F	F	
125441	125452	34:50.68	0	2798FCFC		Timid	0	15	27	14	28	25	9	Grass	34	M	M	M	M	
125442	125445	34:50.70	1	682F7792		Mild	0	10	9	29	26	3	3	Grass	66	M	M	M	F	
125443	125452	34:50.71	0	2798FCFC		Timid	0	15	27	14	28	25	9	Grass	34	M	M	M	M	
125444	125447	34:50.73	0	0F43752A		Gentle	0	14	2	26	10	7	18	Steel	70	F	M	F	F	
125445	125482	34:50.75	0	4929C8E1		Rash	1	18	14	7	4	29	6	Fire	39	M	M	M	M	
125446	125499	34:50.76	1	772E0A89		Relaxed	1	14	5	2	28	27	7	Grass	58	M	M	M	F	
125447	125540	34:50.78	2	C6DDF3D5		Calm	1	21	5	18	2	8	17	Poison	42	M	M	M	M	
125448	125453	34:50.80	0	BB6F2798		Quirky	0	9	28	25	25	28	12	Bug	30	M	M	M	F	
125449	125468	34:50.81	1	F48F6633		Modest	1	18	5	5	26	5	27	Grass	45	F	M	F	F	
125450	125475	34:50.83	1	670CD8BC		Naive	0	29	15	0	24	22	27	Poison	56	M	M	M	F	
125451	125480	34:50.85	0	A51F5145		Hasty	1	1	7	18	9	18	9	Ghost	54	F	M	M	F	
125452	125469	34:50.86	1	94B2F48F		Impish	1	27	26	5	6	20	0	Flying	42	M	M	M	F	
125453	125458	34:50.88	0	9FEA9CE2		Bold	0	24	1	13	11	6	8	Bug	60	M	M	M	M	
125454	125459	34:50.90	2	B4389FEA		Lax	0	8	11	6	27	1	24	Electric	43	M	M	M	M	
125455	125552	34:50.91	0	EE47A20B		Sassy	1	23	4	31	4	24	13	Ground	33	F	F	F	F	
125456	125577	34:50.93	2	15FB758A		Serious	0	9	7	28	1	24	5	Ghost	31	M	M	M	F	
125457	125626	34:50.95	3	60E3E871		Jolly	1	11	7	30	17	3	27	Dragon	59	F	M	M	F	
125458	125647	34:50.96	1	DAC95A2F		Hasty	1	29	28	22	4	17	28	Steel	32	F	M	F	F	
125459	125476	34:50.98	0	01FD670C		Naughty	0	27	24	22	18	13	4	Steel	43	F	F	F	F	
125460	125465	34:51.00	0	924497F0		Bold	0	23	3	9	17	25	19	Dark	36	M	M	M	M	
125461	125540	34:51.01	0	C6DDF3D5		Calm	1	21	5	18	2	8	17	Poison	42	M	M	M	M	
125462	125661	34:51.03	2	36194B8A		Brave	0	14	28	3	16	14	27	Poison	58	M	M	M	F	
